id: 14887994337, domain: tu.duowan.com, sign: fb00017627d0f8886ad2bb6c8d878acb,ret: 
id: 1426134450740, domain: tu.duowan.com, sign: cace9135a10e012d480af6349235f770,ret: 
id: 1426176273775, domain: tu.duowan.com, sign: 325dcce07a69dc850cc44436f314a677,ret: 
id: 1426293642754, domain: tu.duowan.com, sign: a6d3a221619bed8c498e1c0f004ea9fe,ret: 
id: 1426556135537, domain: tu.duowan.com, sign: ae3d3ff6663061ea30e926a43433180a,ret: 
id: 1426588355569, domain: tu.duowan.com, sign: 38488690833e8b5af1ae401fead7bd7b,ret: 
id: 1426692933273, domain: tu.duowan.com, sign: 215828fd7a0e5e25fe264e352c8393e4,ret: 
id: 1426741451153, domain: tu.duowan.com, sign: e7b4d2a6883bb617d117643175674034,ret: 
id: 1426764916877, domain: tu.duowan.com, sign: c1e58bd3c04de2e6ec4d90741b6dd0dc,ret: 
id: 1426860048104, domain: tu.duowan.com, sign: a56fea47b828649165e50278460befb0,ret: 
id: 1426912775920, domain: tu.duowan.com, sign: 893e182d67c9b28b28fc702201c00b61,ret: 
id: 1427085143681, domain: tu.duowan.com, sign: d60a45184859049e7d3070665c6f4b13,ret: 
id: 1427119889939, domain: tu.duowan.com, sign: 2c185e494ba78ef44ebd9e0500094def,ret: 
id: 1427254954262, domain: tu.duowan.com, sign: 2ec7b80a205c2766a0e6a6ff5f7af91e,ret: 
id: 1427274619391, domain: tu.duowan.com, sign: 96812a78afe80612a6443eb622fb1081,ret: 
id: 1427438549732, domain: tu.duowan.com, sign: cb60fd2a27f4fb8a79e915d87e930fd7,ret: 
id: 1427545750745, domain: tu.duowan.com, sign: 30c6272ae18bf6224442a6f7cf3933eb,ret: 
id: 1427639049702, domain: tu.duowan.com, sign: a562155e7bb4c024d66df88fbf3813c1,ret: 
id: 1427647742168, domain: tu.duowan.com, sign: c94df4ef0f336b33830020c4872e8877,ret: 
id: 1427978687912, domain: tu.duowan.com, sign: a93cdf0a163bcea3600fe062464d7980,ret: 
id: 1428006372473, domain: tu.duowan.com, sign: 0ef8ddb2d4df4d5f4945b31d7dfc00fd,ret: 
id: 1428021814555, domain: tu.duowan.com, sign: 8bb8c7ed93472a0f112a43acac8a0e9e,ret: 
id: 1428050670467, domain: tu.duowan.com, sign: c0a735febb2996ceba0213fd6cd062b8,ret: 
id: 1428075065449, domain: tu.duowan.com, sign: 3d36a38690ca2168c593ded891838372,ret: 
id: 1428150551166, domain: tu.duowan.com, sign: bdc3ec459bb104bf85ee548c9719f898,ret: 
id: 1428201721496, domain: tu.duowan.com, sign: f11f35008f228de57381f9f0af3e3518,ret: 
id: 1428490967877, domain: tu.duowan.com, sign: df2b90011fe073b45bffad4afc2f4c30,ret: 
id: 1428560130482, domain: tu.duowan.com, sign: 68795ddfe60b99d72733ba0a4f136606,ret: 
id: 1428577439270, domain: tu.duowan.com, sign: 08216d4df9ad56709226fef8fc747a6e,ret: 
id: 1428579499918, domain: tu.duowan.com, sign: 4ace7311715e946c5e3bb0686bc38ba0,ret: 
id: 1428630781709, domain: tu.duowan.com, sign: 5d98b09eab6cebe74d3fea4c9e383dc6,ret: 
id: 1428656229742, domain: tu.duowan.com, sign: e9a9f99905b279297787898edc7bb55a,ret: 
id: 1428659085545, domain: tu.duowan.com, sign: 7a0453f15cb84406265ad06132f482d2,ret: 
id: 1428682118673, domain: tu.duowan.com, sign: 83166190203dfdb164df62f43aa00e01,ret: 
id: 1428690683322, domain: tu.duowan.com, sign: d5eb1b0cdec749c87d9a87baa2e28b6f,ret: 
id: 1428817712963, domain: tu.duowan.com, sign: 55a13ac8e7c2a535a18904784b0d8636,ret: 
id: 1428837221241, domain: tu.duowan.com, sign: 9cfe09ab6680b889edd0770bc339772c,ret: 
id: 1428843467218, domain: tu.duowan.com, sign: 5c5fa0c4c9c09b43e3094f1efed8eda0,ret: 
id: 1428850507442, domain: tu.duowan.com, sign: 9e3d2aabef7ff049f8a52962d9b64ac8,ret: 
id: 1429168242165, domain: tu.duowan.com, sign: 9208d1c6bd5f5b321fefb802a5c8cdaa,ret: 
id: 1429201061704, domain: tu.duowan.com, sign: 209e65f93e5d1aaaa48c9e8de03aea2a,ret: 
id: 1429269543599, domain: tu.duowan.com, sign: 9d5784c14dbecd865f6fabc6a1928103,ret: 
id: 1429270344659, domain: tu.duowan.com, sign: 375f2085393a98453ab84833347932b6,ret: 
id: 1429374394538, domain: tu.duowan.com, sign: 70317f37aafb955a2c46e882e65bb005,ret: 
id: 1429502130628, domain: tu.duowan.com, sign: 31ba3fbd8c4e63c80dfc40aca1bbbfb5,ret: 
id: 1429618509774, domain: tu.duowan.com, sign: dc2539a204c5ae48a38a2736ab289cd2,ret: 
id: 1429678007365, domain: tu.duowan.com, sign: 99904ce2547b84186544dd80778c5c87,ret: 
id: 1429701295784, domain: tu.duowan.com, sign: 6c81024846919ded6c2b0316e4aac91a,ret: 
id: 1429794318280, domain: tu.duowan.com, sign: 5d1852e8400f35a6d122269a8bfee964,ret: 
id: 1429849993104, domain: tu.duowan.com, sign: c63fbd6e8e2512a67ffb916fc9c1c7d6,ret: 
id: 1429950016313, domain: tu.duowan.com, sign: d0783041c7cd57012b25839422524e0f,ret: 
id: 1430037356402, domain: tu.duowan.com, sign: 4e36e833bad25925847e4a61ad03cb63,ret: 
id: 1430047021859, domain: tu.duowan.com, sign: df3ffbc1d9273dbdf39d18dca76ad1ba,ret: 
id: 1430127434387, domain: tu.duowan.com, sign: 8e9eb978ad6b2045b0cba3a54b320e3a,ret: 
id: 1430210645107, domain: tu.duowan.com, sign: 043c64d22d40bb365e0bab903af79ec1,ret: 
id: 1430306634252, domain: tu.duowan.com, sign: 0a175550c704e04b69bc06426b815d38,ret: 
id: 1430310998402, domain: tu.duowan.com, sign: c0aac657e3e0ad15e55e21e7e8c1ed5c,ret: 
id: 1430375209649, domain: tu.duowan.com, sign: 6cab24725f06e5d207ea05366f5dc7c8,ret: 
id: 1430394171950, domain: tu.duowan.com, sign: 28fd3b7224cda0c8eec06d4379ffa91e,ret: 
id: 1430397415734, domain: tu.duowan.com, sign: 6fee63d33559d75bb043d18350f88f20,ret: 
id: 1430470886759, domain: tu.duowan.com, sign: 30fcff3f7dd66ee9fdb93835076246e8,ret: 
id: 1430559710351, domain: tu.duowan.com, sign: 53477254b67f806c11df264a4fe28321,ret: 
id: 1430622994354, domain: tu.duowan.com, sign: bbcf66526dd33f24e5ccb6efbed9f21f,ret: 
id: 1430821458552, domain: tu.duowan.com, sign: 135a7ec9a2e41e88731608b3dec9dcc0,ret: 
id: 1430917525468, domain: tu.duowan.com, sign: b1ab89fcd4f379cd6724b4ebff9fdb35,ret: 
id: 1431006186856, domain: tu.duowan.com, sign: 83318353988659f2a2a04cca78bb5439,ret: 
id: 1431080556371, domain: tu.duowan.com, sign: d645c35bb6bea6c84cb35054a7bb0f6e,ret: 
id: 1431081597232, domain: tu.duowan.com, sign: a291c34b99fce683e0af26ffb051016e,ret: 
id: 1431085330275, domain: tu.duowan.com, sign: 1f095314fc902547e79ae62fd92e0492,ret: 
id: 1431344738571, domain: tu.duowan.com, sign: c359cd487a218fc396b002e99e46e235,ret: 
id: 1431349728160, domain: tu.duowan.com, sign: cb079c216fac8397f5907df6bf7d5af4,ret: 
id: 1431522784696, domain: tu.duowan.com, sign: 26444ce8d7604a09b1387978695703e1,ret: 
id: 1431611112228, domain: tu.duowan.com, sign: 521fcbebf0ce77b86f28256dc1214219,ret: 
id: 1431697217876, domain: tu.duowan.com, sign: 12e4814b79df33e7c2b535ad86415fcd,ret: 
id: 1431987534553, domain: tu.duowan.com, sign: 95add7009efaed36182e32363660a859,ret: 
id: 1432023247101, domain: tu.duowan.com, sign: 0d9a7ed32f19e3a28c73baf480592b1e,ret: 
id: 1432087318502, domain: tu.duowan.com, sign: a455d0e77ef6eec567e5d42f79af27d4,ret: 
id: 1432129756901, domain: tu.duowan.com, sign: 98ebe9c14a0f33b786b4a8d6f1388bc5,ret: 
id: 1432132747237, domain: tu.duowan.com, sign: 6485419b3a7c636a3d5c567eaccdaa4b,ret: 
id: 1432222473327, domain: tu.duowan.com, sign: bdbb78448812361dfb1bbc463f4759c6,ret: 
id: 1432282156167, domain: tu.duowan.com, sign: 0c3aaeef6856c04f0ee60fc8da08c572,ret: 
id: 1432295944812, domain: tu.duowan.com, sign: 912690322f16372ff9f645f1536976ef,ret: 
id: 1432384028646, domain: tu.duowan.com, sign: 50b6197fc643a2197d17e3db005cc6b9,ret: 
id: 1432449584360, domain: tu.duowan.com, sign: b37fa3f4d62ff102f9181e56a6ea0d55,ret: 
id: 1432450789237, domain: tu.duowan.com, sign: c7108676fd9540311ba19d8bf95856da,ret: 
id: 1432452974700, domain: tu.duowan.com, sign: 34e261eb97ce53f14592193c672e0c4b,ret: 
id: 1432649436299, domain: tu.duowan.com, sign: 18275b1240ae5ce5cec6f3aeb5dbec4f,ret: 
id: 1432656991353, domain: tu.duowan.com, sign: 24c404fce9b9faf2c7e85fbf7afefa2b,ret: 
id: 1432685369634, domain: tu.duowan.com, sign: beedbf22d3e31136ecc03653bad44c98,ret: 
id: 1432721718779, domain: tu.duowan.com, sign: 325f1508823eb7d9556c35d48cf89eda,ret: 
id: 1432726685447, domain: tu.duowan.com, sign: 065a7766f6bfb00a97829f748b5cf095,ret: 
id: 1432740914616, domain: tu.duowan.com, sign: 66cc104c4848ea6e25803141182da49a,ret: 
id: 1432761202812, domain: tu.duowan.com, sign: c83b3a6f6dba610c699d7b28cba91b50,ret: 
id: 1432792864851, domain: tu.duowan.com, sign: 229c13288584c011384a0ce4b5b65192,ret: 
id: 1432793513655, domain: tu.duowan.com, sign: 5de0da079f566b18153fb211287ce292,ret: 
id: 1432830796701, domain: tu.duowan.com, sign: 96ba84f999ba83b40eedcaeef6cc1474,ret: 
id: 1432834121332, domain: tu.duowan.com, sign: d67aa54bc05508c519ae528002b0ee90,ret: 
id: 1432978764713, domain: tu.duowan.com, sign: 7df2e04c52df4843a0414606079b2f59,ret: 
id: 1432991184976, domain: tu.duowan.com, sign: 7f7ed80556656cd71a093bd66589d9d0,ret: 
id: 1433064036258, domain: tu.duowan.com, sign: 5856bf9f62b125c5aa3988251ecac7f7,ret: 
id: 1433070608139, domain: tu.duowan.com, sign: 87ae3cf52e348a04b44ed300614c1f8b,ret: 
id: 1433085621576, domain: tu.duowan.com, sign: dc909766abb2b61de3e1ea340ff06281,ret: 
id: 1433143181244, domain: tu.duowan.com, sign: 9ea5c2d4e149b8f4da060b943b34d369,ret: 
id: 1433150470836, domain: tu.duowan.com, sign: 9f3aa811db38278da62997d68b26786d,ret: 
id: 1433171825260, domain: tu.duowan.com, sign: 9b2b09e59c5ca54d60428b8c1547bbe8,ret: 
id: 1433182569610, domain: tu.duowan.com, sign: 64864e6e67a3a9707e8dd787adb10ceb,ret: 
id: 1433207641190, domain: tu.duowan.com, sign: c8c753e17ffd00f22bc69e085b032e08,ret: 
id: 1433251788802, domain: tu.duowan.com, sign: 80f8b9a9f5ce908b1cb8b86ddde2b493,ret: 
id: 1433301836909, domain: tu.duowan.com, sign: 620e4dba8f694e9b943e180a01972bf0,ret: 
id: 1433404868450, domain: tu.duowan.com, sign: 0316e77550eed4932e22380074dbfdeb,ret: 
id: 1433588584978, domain: tu.duowan.com, sign: 8628c927d1eaa3de8938f34a7068304e,ret: 
id: 1433689265707, domain: tu.duowan.com, sign: 970289ed0a0ed49f1830dfd79b5a1076,ret: 
id: 1433813910419, domain: tu.duowan.com, sign: 3280a321fd537d80965eb77b07643b01,ret: 
id: 1433826558549, domain: tu.duowan.com, sign: 36565d01199ccf31ed8312e75bdeb775,ret: 
id: 1433833608555, domain: tu.duowan.com, sign: 5e706057bb2cd1baf8be892b59305c2d,ret: 
id: 1433851515654, domain: tu.duowan.com, sign: 2c8f1accce0c54602bffedf052e0d706,ret: 
id: 1433860507132, domain: tu.duowan.com, sign: 8f2fd2a860187abb6a0599db054acbfd,ret: 
id: 1433919969991, domain: tu.duowan.com, sign: 4766ce4e564c48d3f0110205421eafd9,ret: 
id: 1433935699296, domain: tu.duowan.com, sign: 1170be0eb3e5f6c8f3d37b6816d0a163,ret: 
id: 1433945588670, domain: tu.duowan.com, sign: 6e9519fc939877c2e04616adc6d2ca07,ret: 
id: 1434002678269, domain: tu.duowan.com, sign: c7e1e260fce426e218851e9609d2ae23,ret: 
id: 1434181617774, domain: tu.duowan.com, sign: b20e1aac953de3358256540ed8b35cec,ret: 
id: 1434268712252, domain: tu.duowan.com, sign: c45b71f10d12f601ba97ddda10283d47,ret: 
id: 1434463871994, domain: tu.duowan.com, sign: 2d6ed809e096736f724c26e48320a089,ret: 
id: 1434525049190, domain: tu.duowan.com, sign: 1000cb3f215011aed0660b8cb6eb208a,ret: 
id: 1434583955354, domain: tu.duowan.com, sign: 646c042bd37d392d621845598082a219,ret: 
id: 1434606375852, domain: tu.duowan.com, sign: 0f61a22c3da73fca8325e6bbf50af6c4,ret: 
id: 1434631054156, domain: tu.duowan.com, sign: 4ee662bbb84fd609cb0210754b7fc278,ret: 
id: 1434654535905, domain: tu.duowan.com, sign: b114eafa6af7fe3db23b569c07c58674,ret: 
id: 1434679414211, domain: tu.duowan.com, sign: ba04e2e72bfba627aaeb6f363e0cb2c3,ret: 
id: 1434688540219, domain: tu.duowan.com, sign: 6a7cb56071f7b98e912cafed8463a217,ret: 
id: 1434702438882, domain: tu.duowan.com, sign: ffec82ab80db3bc17eaa127617e312ce,ret: 
id: 1434714455849, domain: tu.duowan.com, sign: 819085bf39af3f82741222fe6a8f9c62,ret: 
id: 1434855278737, domain: tu.duowan.com, sign: 49542813318af1225dc6a99e7a65e0dc,ret: 
id: 1435073859913, domain: tu.duowan.com, sign: 30c19182507e10bbcf786487572af421,ret: 
id: 1435142204133, domain: tu.duowan.com, sign: 0a356f6dc02e7d6650e525bb43690004,ret: 
id: 1435156160518, domain: tu.duowan.com, sign: d79a35a1ee342df1f5192fceee75f277,ret: 
id: 1435202169235, domain: tu.duowan.com, sign: 277e823186784943821832624d93489c,ret: 
id: 1435229420908, domain: tu.duowan.com, sign: 39cf0386b7988ec90f5c540e5e213465,ret: 
id: 1435246020995, domain: tu.duowan.com, sign: 210280ecaf5b4700e3ffac2453b9d068,ret: 
id: 1435281942655, domain: tu.duowan.com, sign: 91ad07c1976a8092fdc0c294dc7c6036,ret: 
id: 1435314954235, domain: tu.duowan.com, sign: 7cd8f0b012f7bd4a7da2088be0a0f932,ret: 
id: 1435383255357, domain: tu.duowan.com, sign: 822973a94361b9cc10dfaaa43753d457,ret: 
id: 1435464439622, domain: tu.duowan.com, sign: a82325f11b9542409dfb9992e86e0597,ret: 
id: 1435498424967, domain: tu.duowan.com, sign: d03d63402a652d79cd3dbaa25ed7fd7f,ret: 
id: 1435564796321, domain: tu.duowan.com, sign: 8821e85ef760f41cf9d4d3da4d188dce,ret: 
id: 1435565569935, domain: tu.duowan.com, sign: d17eeb8a19dcc15afaaae9173d8eabcb,ret: 
id: 1435647439480, domain: tu.duowan.com, sign: b51e0031814d9a7d54ced4f23adab44d,ret: 
id: 1435658291560, domain: tu.duowan.com, sign: 5af2891519efcd9c98a12ebd8ea72391,ret: 
id: 1435665453895, domain: tu.duowan.com, sign: f9e787285b870ce76aaa1078e4ac41c8,ret: 
id: 1435756099272, domain: tu.duowan.com, sign: 8774bbb4a73e0945633b71b3cf4d776c,ret: 
id: 1435757477742, domain: tu.duowan.com, sign: 6a68c31af5089b1b3b4c2eef9284dc11,ret: 
id: 1435808355527, domain: tu.duowan.com, sign: c6de8e69ee7d17e4d005ed279622b6d2,ret: 
id: 1435812196972, domain: tu.duowan.com, sign: 805c012a1bb280c0e4a05ca9b5e245d5,ret: 
id: 1435926143706, domain: tu.duowan.com, sign: e140dd291c7f37b8dde6bb8187cdb9ef,ret: 
id: 1435990231949, domain: tu.duowan.com, sign: ae02db878c3565464912cba9953ecb47,ret: 
id: 1436001193880, domain: tu.duowan.com, sign: c93c978a085dedfb4ef1938fd3ac0669,ret: 
id: 1436068948983, domain: tu.duowan.com, sign: 85eee4873b641f7b84662fdcf2b5ea44,ret: 
id: 1436070815842, domain: tu.duowan.com, sign: 1aa21e2f27dc022825d7e8739183c9d2,ret: 
id: 1436081344277, domain: tu.duowan.com, sign: d072f2518df746cc12eecc86238b60dc,ret: 
id: 1436094903670, domain: tu.duowan.com, sign: f71597412173e71e6c7cef4352f1881a,ret: 
id: 1436097162418, domain: tu.duowan.com, sign: a77e7be8dc0801feedfdb33c9a08651e,ret: 
id: 1436230044782, domain: tu.duowan.com, sign: 4f091628934cb155039f35fe30e7806f,ret: 
id: 1436239627795, domain: tu.duowan.com, sign: 7d5192468bddefb54e391b1b560c3378,ret: 
id: 1436300275311, domain: tu.duowan.com, sign: c8549ec685d326a4bb0e65368eb722a0,ret: 
id: 1436491836447, domain: tu.duowan.com, sign: 0d803f1f81b60fbaa4341408d190a7b3,ret: 
id: 1436520478968, domain: tu.duowan.com, sign: be5b2148fc0203b46a1ec50d3be12631,ret: 
id: 1436527926189, domain: tu.duowan.com, sign: 921cac9625053484e81b059ac7b27d7a,ret: 
id: 1436605555987, domain: tu.duowan.com, sign: a56d87d0cd66f2beed5cc1aa672f11b5,ret: 
id: 1436614301125, domain: tu.duowan.com, sign: ab78261aab9d7c7eb75047ccfd8199b7,ret: 
id: 1436625064630, domain: tu.duowan.com, sign: be9a229ff1f118727f5a47f52581d0d4,ret: 
id: 1436672661791, domain: tu.duowan.com, sign: caceba935e92cd900f5d75d29e4774c3,ret: 
id: 1436679391573, domain: tu.duowan.com, sign: ef3cf99f147dd84f1046166d1c7ce884,ret: 
id: 1436900935486, domain: tu.duowan.com, sign: 1e810a7d4d705cefa55324ec1c6eef2d,ret: 
id: 1437050592198, domain: tu.duowan.com, sign: 8a056272128a512490a0b428cd817295,ret: 
id: 1437060470102, domain: tu.duowan.com, sign: 3ac72428239a12542520696064540e56,ret: 
id: 1437279389400, domain: tu.duowan.com, sign: 38fa1329169a331a7acef1fcdcfabb71,ret: 
id: 1437301782611, domain: tu.duowan.com, sign: 489599f196a65f475d120e10621a3cbe,ret: 
id: 1437378916775, domain: tu.duowan.com, sign: 734dd1e893b6104cd59a5f9d972f8202,ret: 
id: 1437395969666, domain: tu.duowan.com, sign: 9b2a91cdcb640026394c2153b43a3e3f,ret: 
id: 1437453526990, domain: tu.duowan.com, sign: 4fe97257a508a9c360f66280019cdc5b,ret: 
id: 1437454434393, domain: tu.duowan.com, sign: 63c59ed165bc9f737e66fedc30804184,ret: 
id: 1437471503772, domain: tu.duowan.com, sign: 15ae4d3f74d96cc3ccb7eb159d2b7870,ret: 
id: 1437489671232, domain: tu.duowan.com, sign: 1957ac0ceb3df0828e92d07ba2ea1a1a,ret: 
id: 1437518483273, domain: tu.duowan.com, sign: 1acc2c12afb583820a73abbacc071bed,ret: 
id: 1437529625943, domain: tu.duowan.com, sign: 2109c8c077687457b48c2a3bf2f2279e,ret: 
id: 1437530114521, domain: tu.duowan.com, sign: b86b29efaa43754d5cce02314f281130,ret: 
